UART command listener started.

Waiting for command:

Received '1' command. GPIO high, start read.

Addr 0x10100B8E = 0x177C

Addr 0x10100B90 = 0x3D6E

Addr 0x10100B92 = 0x5C56

Addr 0x10100B94 = 0x7137

Addr 0x10100B96 = 0x7D11

Addr 0x10100B98 = 0x7CE9

Addr 0x10100B9A = 0x6EC3

Addr 0x10100B9C = 0x56A4

Addr 0x10100B9E = 0x378F

Addr 0x10100BA0 = 0x1183

Addr 0x10100BA2 = 0xE984

Addr 0x10100BA4 = 0xC392

Addr 0x10100BA6 = 0xA4AA

Addr 0x10100BA8 = 0x8FC9

Addr 0x10100BAA = 0x83EF

Addr 0x10100BAC = 0x8417

Addr 0x10100BAE = 0x923D

Addr 0x10100BB0 = 0xAA5C

Addr 0x10100BB2 = 0xC971

Addr 0x10100BB4 = 0xEF7D

Addr 0x10100BB6 = 0x177C

Addr 0x10100BB8 = 0x3D6E

Addr 0x10100BBA = 0x5C56

Addr 0x10100BBC = 0x7137

Addr 0x10100BBE = 0x7D11

Addr 0x10100BC0 = 0x7CE9

Addr 0x10100BC2 = 0x6EC3

Addr 0x10100BC4 = 0x56A4

Addr 0x10100BC6 = 0x378F

Addr 0x10100BC8 = 0x1183

Addr 0x10100BCA = 0xE984

Addr 0x10100BCC = 0xC392

Addr 0x10100BCE = 0xA4AA

Addr 0x10100BD0 = 0x8FC9

Addr 0x10100BD2 = 0x83EF

Addr 0x10100BD4 = 0x8417

Addr 0x10100BD6 = 0x923D

Addr 0x10100BD8 = 0xAA5C

Addr 0x10100BDA = 0xC971

Addr 0x10100BDC = 0xEF7D

Addr 0x10100BDE = 0x177C

Addr 0x10100BE0 = 0x3D6E

Addr 0x10100BE2 = 0x5C56

Addr 0x10100BE4 = 0x7137

Addr 0x10100BE6 = 0x7D11

Addr 0x10100BE8 = 0x7CE9

Addr 0x10100BEA = 0x6EC3

Addr 0x10100BEC = 0x56A4

Addr 0x10100BEE = 0x378F

Addr 0x10100BF0 = 0x1183

Addr 0x10100BF2 = 0xE984

Addr 0x10100BF4 = 0xC392

Addr 0x10100BF6 = 0xA4AA

Addr 0x10100BF8 = 0x8FC9

Addr 0x10100BFA = 0x83EF

Addr 0x10100BFC = 0x8417

Addr 0x10100BFE = 0x923D

Addr 0x10100C00 = 0xAA5C

Addr 0x10100C02 = 0xC971

Addr 0x10100C04 = 0xEF7D

Addr 0x10100C06 = 0x177C

Addr 0x10100C08 = 0x3D6E

Addr 0x10100C0A = 0x5C56

Addr 0x10100C0C = 0x7137

Addr 0x10100C0E = 0x7D11

Addr 0x10100C10 = 0x7CE9

Addr 0x10100C12 = 0x6EC3

Addr 0x10100C14 = 0x56A4

Addr 0x10100C16 = 0x378F

Addr 0x10100C18 = 0x1183

Addr 0x10100C1A = 0xE984

Addr 0x10100C1C = 0xC392

Addr 0x10100C1E = 0xA4AA

Addr 0x10100C20 = 0x8FC9

Addr 0x10100C22 = 0x83EF

Addr 0x10100C24 = 0x8417

Addr 0x10100C26 = 0x923D

Addr 0x10100C28 = 0xAA5C

Addr 0x10100C2A = 0xC971

Addr 0x10100C2C = 0xEF7D

Addr 0x10100C2E = 0x177C

Addr 0x10100C30 = 0x3D6E

Addr 0x10100C32 = 0x5C56

Addr 0x10100C34 = 0x7137

Addr 0x10100C36 = 0x7D11

Addr 0x10100C38 = 0x7CE9

Addr 0x10100C3A = 0x6EC3

Addr 0x10100C3C = 0x56A4

Addr 0x10100C3E = 0x378F

Addr 0x10100C40 = 0x1183

Addr 0x10100C42 = 0xE984

Addr 0x10100C44 = 0xC392

Addr 0x10100C46 = 0xA4AA

Addr 0x10100C48 = 0x8FC9

Addr 0x10100C4A = 0x83EF

Addr 0x10100C4C = 0x8417

Addr 0x10100C4E = 0x923D

Addr 0x10100C50 = 0xAA5C

Addr 0x10100C52 = 0xC971

Addr 0x10100C54 = 0xEF7D

Addr 0x10100C56 = 0x177C

Addr 0x10100C58 = 0x3D6E

Addr 0x10100C5A = 0x5C56

Addr 0x10100C5C = 0x7137

Addr 0x10100C5E = 0x7D11

Addr 0x10100C60 = 0x7CE9

Addr 0x10100C62 = 0x6EC3

Addr 0x10100C64 = 0x56A4

Addr 0x10100C66 = 0x378F

Addr 0x10100C68 = 0x1183

Addr 0x10100C6A = 0xE984

Addr 0x10100C6C = 0xC392

Addr 0x10100C6E = 0xA4AA

Addr 0x10100C70 = 0x8FC9

Addr 0x10100C72 = 0x83EF

Addr 0x10100C74 = 0x8417

Addr 0x10100C76 = 0x923D

Addr 0x10100C78 = 0xAA5C

Addr 0x10100C7A = 0xC971

Addr 0x10100C7C = 0xEF7D

Addr 0x10100C7E = 0x177C

Addr 0x10100C80 = 0x3D6E

Addr 0x10100C82 = 0x5C56

Addr 0x10100C84 = 0x7137

Addr 0x10100C86 = 0x7D11

Addr 0x10100C88 = 0x7CE9

Addr 0x10100C8A = 0x6EC3

Addr 0x10100C8C = 0x56A4

Addr 0x10100C8E = 0x378F

Addr 0x10100C90 = 0x1183

Addr 0x10100C92 = 0xE984

Addr 0x10100C94 = 0xC392

Addr 0x10100C96 = 0xA4AA

Addr 0x10100C98 = 0x8FC9

Addr 0x10100C9A = 0x83EF

Addr 0x10100C9C = 0x8417

Addr 0x10100C9E = 0x923D

Addr 0x10100CA0 = 0xAA5C

Addr 0x10100CA2 = 0xC971

Addr 0x10100CA4 = 0xEF7D

Addr 0x10100CA6 = 0x177C

Addr 0x10100CA8 = 0x3D6E

Addr 0x10100CAA = 0x5C56

Addr 0x10100CAC = 0x7137

Addr 0x10100CAE = 0x7D11

Addr 0x10100CB0 = 0x7CE9

Addr 0x10100CB2 = 0x6EC3

Addr 0x10100CB4 = 0x56A4

Addr 0x10100CB6 = 0x378F

Addr 0x10100CB8 = 0x1183

Addr 0x10100CBA = 0xE984

Addr 0x10100CBC = 0xC392

Addr 0x10100CBE = 0xA4AA

Addr 0x10100CC0 = 0x8FC9

Addr 0x10100CC2 = 0x83EF

Addr 0x10100CC4 = 0x8417

Addr 0x10100CC6 = 0x923D

Addr 0x10100CC8 = 0xAA5C

Addr 0x10100CCA = 0xC971

Addr 0x10100CCC = 0xEF7D

Addr 0x10100CCE = 0x177C

Addr 0x10100CD0 = 0x3D6E

Addr 0x10100CD2 = 0x5C56

Addr 0x10100CD4 = 0x7137

Addr 0x10100CD6 = 0x7D11

Addr 0x10100CD8 = 0x7CE9

Addr 0x10100CDA = 0x6EC3

Addr 0x10100CDC = 0x56A4

Addr 0x10100CDE = 0x378F

Addr 0x10100CE0 = 0x1183

Addr 0x10100CE2 = 0xE984

Addr 0x10100CE4 = 0xC392

Addr 0x10100CE6 = 0xA4AA

Addr 0x10100CE8 = 0x8FC9

Addr 0x10100CEA = 0x83EF

Addr 0x10100CEC = 0x8417

Addr 0x10100CEE = 0x923D

Addr 0x10100CF0 = 0xAA5C

Addr 0x10100CF2 = 0xC971

Addr 0x10100CF4 = 0xEF7D

Addr 0x10100CF6 = 0x177C

Addr 0x10100CF8 = 0x3D6E

Addr 0x10100CFA = 0x5C56

Addr 0x10100CFC = 0x7137

Addr 0x10100CFE = 0x7D11

Addr 0x10100D00 = 0x7CE9

Addr 0x10100D02 = 0x6EC3

Addr 0x10100D04 = 0x56A4

Addr 0x10100D06 = 0x378F

Addr 0x10100D08 = 0x1183

Addr 0x10100D0A = 0xE984

Addr 0x10100D0C = 0xC392

Addr 0x10100D0E = 0xA4AA

Addr 0x10100D10 = 0x8FC9

Addr 0x10100D12 = 0x83EF

Addr 0x10100D14 = 0x8417

Addr 0x10100D16 = 0x923D

Addr 0x10100D18 = 0xAA5C

Addr 0x10100D1A = 0xC971

Addr 0x10100D1C = 0xEF7D

Addr 0x10100D1E = 0x177C

Addr 0x10100D20 = 0x3D6E

Addr 0x10100D22 = 0x5C56

Addr 0x10100D24 = 0x7137

Addr 0x10100D26 = 0x7D11

Addr 0x10100D28 = 0x7CE9

Addr 0x10100D2A = 0x6EC3

Addr 0x10100D2C = 0x56A4

Addr 0x10100D2E = 0x378F

Addr 0x10100D30 = 0x1183

Addr 0x10100D32 = 0xE984

Addr 0x10100D34 = 0xC392

Addr 0x10100D36 = 0xA4AA

Addr 0x10100D38 = 0x8FC9

Addr 0x10100D3A = 0x83EF

Addr 0x10100D3C = 0x8417

Addr 0x10100D3E = 0x923D

Addr 0x10100D40 = 0xAA5C

Addr 0x10100D42 = 0xC971

Addr 0x10100D44 = 0xEF7D

Addr 0x10100D46 = 0x177C

Addr 0x10100D48 = 0x3D6E

Addr 0x10100D4A = 0x5C56

Addr 0x10100D4C = 0x7137

Addr 0x10100D4E = 0x7D11

Addr 0x10100D50 = 0x7CE9

Addr 0x10100D52 = 0x6EC3

Addr 0x10100D54 = 0x56A4

Addr 0x10100D56 = 0x378F

Addr 0x10100D58 = 0x1183

Addr 0x10100D5A = 0xE984

Addr 0x10100D5C = 0xC392

Addr 0x10100D5E = 0xA4AA

Addr 0x10100D60 = 0x8FC9

Addr 0x10100D62 = 0x83EF

Addr 0x10100D64 = 0x8417

Addr 0x10100D66 = 0x923D

Addr 0x10100D68 = 0xAA5C

Addr 0x10100D6A = 0xC971

Addr 0x10100D6C = 0xEF7D

Addr 0x10100D6E = 0x177C

Addr 0x10100D70 = 0x3D6E

Addr 0x10100D72 = 0x5C56

Addr 0x10100D74 = 0x7137

Addr 0x10100D76 = 0x7D11

Addr 0x10100D78 = 0x7CE9

Addr 0x10100D7A = 0x6EC3

Addr 0x10100D7C = 0x56A4

Addr 0x10100D7E = 0x378F

Addr 0x10100D80 = 0x1183

Addr 0x10100D82 = 0xE984

Addr 0x10100D84 = 0xC392

Addr 0x10100D86 = 0xA4AA

Addr 0x10100D88 = 0x8FC9

Addr 0x10100D8A = 0x83EF

Addr 0x10100D8C = 0x8417

Addr 0x10100D8E = 0x923D

Addr 0x10100D90 = 0xAA5C

Addr 0x10100D92 = 0xC971

Addr 0x10100D94 = 0xEF7D

Addr 0x10100D96 = 0x177C

Addr 0x10100D98 = 0x3D6E

Addr 0x10100D9A = 0x5C56

Addr 0x10100D9C = 0x7137

Addr 0x10100D9E = 0x7D11

Addr 0x10100DA0 = 0x7CE9

Addr 0x10100DA2 = 0x6EC3

Addr 0x10100DA4 = 0x56A4

Addr 0x10100DA6 = 0x378F

Addr 0x10100DA8 = 0x1183

Addr 0x10100DAA = 0xE984

Addr 0x10100DAC = 0xC392

Addr 0x10100DAE = 0xA4AA

Addr 0x10100DB0 = 0x8FC9

Addr 0x10100DB2 = 0x83EF

Addr 0x10100DB4 = 0x8417

Addr 0x10100DB6 = 0x923D

Addr 0x10100DB8 = 0xAA5C

Addr 0x10100DBA = 0xC971

Addr 0x10100DBC = 0xEF7D

Addr 0x10100DBE = 0x177C

Addr 0x10100DC0 = 0x3D6E

Addr 0x10100DC2 = 0x5C56

Addr 0x10100DC4 = 0x7137

Addr 0x10100DC6 = 0x7D11

Addr 0x10100DC8 = 0x7CE9

Addr 0x10100DCA = 0x6EC3

Addr 0x10100DCC = 0x56A4

Addr 0x10100DCE = 0x378F

Addr 0x10100DD0 = 0x1183

Addr 0x10100DD2 = 0xE984

Addr 0x10100DD4 = 0xC392

Addr 0x10100DD6 = 0xA4AA

Addr 0x10100DD8 = 0x8FC9

Addr 0x10100DDA = 0x83EF

Addr 0x10100DDC = 0x8417

Addr 0x10100DDE = 0x923D

Addr 0x10100DE0 = 0xAA5C

Addr 0x10100DE2 = 0xC971

Addr 0x10100DE4 = 0xEF7D

Addr 0x10100DE6 = 0x177C

Addr 0x10100DE8 = 0x3D6E

Addr 0x10100DEA = 0x5C56

Addr 0x10100DEC = 0x7137

Addr 0x10100DEE = 0x7D11

Addr 0x10100DF0 = 0x7CE9

Addr 0x10100DF2 = 0x6EC3

Addr 0x10100DF4 = 0x56A4

Addr 0x10100DF6 = 0x378F

Addr 0x10100DF8 = 0x1183

Addr 0x10100DFA = 0xE984

Addr 0x10100DFC = 0xC392

Addr 0x10100DFE = 0xA4AA

Addr 0x10100E00 = 0x8FC9

Addr 0x10100E02 = 0x83EF

Addr 0x10100E04 = 0x8417

Addr 0x10100E06 = 0x923D

Addr 0x10100E08 = 0xAA5C

Addr 0x10100E0A = 0xC971

Addr 0x10100E0C = 0xEF7D

Addr 0x10100E0E = 0x177C

Addr 0x10100E10 = 0x3D6E

Addr 0x10100E12 = 0x5C56

Addr 0x10100E14 = 0x7137

Addr 0x10100E16 = 0x7D11

Addr 0x10100E18 = 0x7CE9

Addr 0x10100E1A = 0x6EC3

Addr 0x10100E1C = 0x56A4

Addr 0x10100E1E = 0x378F

Addr 0x10100E20 = 0x1183

Addr 0x10100E22 = 0xE984

Addr 0x10100E24 = 0xC392

Addr 0x10100E26 = 0xA4AA

Addr 0x10100E28 = 0x8FC9

Addr 0x10100E2A = 0x83EF

Addr 0x10100E2C = 0x8417

Addr 0x10100E2E = 0x923D

Addr 0x10100E30 = 0xAA5C

Addr 0x10100E32 = 0xC971

Addr 0x10100E34 = 0xEF7D

Addr 0x10100E36 = 0x177C

Addr 0x10100E38 = 0x3D6E

Addr 0x10100E3A = 0x5C56

Addr 0x10100E3C = 0x7137

Addr 0x10100E3E = 0x7D11

Addr 0x10100E40 = 0x7CE9

Addr 0x10100E42 = 0x6EC3

Addr 0x10100E44 = 0x56A4

Addr 0x10100E46 = 0x378F

Addr 0x10100E48 = 0x1183

Addr 0x10100E4A = 0xE984

Addr 0x10100E4C = 0xC392

Addr 0x10100E4E = 0xA4AA

Addr 0x10100E50 = 0x8FC9

Addr 0x10100E52 = 0x83EF

Addr 0x10100E54 = 0x8417

Addr 0x10100E56 = 0x923D

Addr 0x10100E58 = 0xAA5C

Addr 0x10100E5A = 0xC971

Addr 0x10100E5C = 0xEF7D

Addr 0x10100E5E = 0x177C

Addr 0x10100E60 = 0x3D6E

Addr 0x10100E62 = 0x5C56

Addr 0x10100E64 = 0x7137

Addr 0x10100E66 = 0x7D11

Addr 0x10100E68 = 0x7CE9

Addr 0x10100E6A = 0x6EC3

Addr 0x10100E6C = 0x56A4

Addr 0x10100E6E = 0x378F

Addr 0x10100E70 = 0x1183

Addr 0x10100E72 = 0xE984

Addr 0x10100E74 = 0xC392

Addr 0x10100E76 = 0xA4AA

Addr 0x10100E78 = 0x8FC9

Addr 0x10100E7A = 0x83EF

Addr 0x10100E7C = 0x8417

Addr 0x10100E7E = 0x923D

Addr 0x10100E80 = 0xAA5C

Addr 0x10100E82 = 0xC971

Addr 0x10100E84 = 0xEF7D

Addr 0x10100E86 = 0x177C

Addr 0x10100E88 = 0x3D6E

Addr 0x10100E8A = 0x5C56

Addr 0x10100E8C = 0x7137

Addr 0x10100E8E = 0x7D11

Addr 0x10100E90 = 0x7CE9

Addr 0x10100E92 = 0x6EC3

Addr 0x10100E94 = 0x56A4

Addr 0x10100E96 = 0x378F

Addr 0x10100E98 = 0x1183

Addr 0x10100E9A = 0xE984

Addr 0x10100E9C = 0xC392

Addr 0x10100E9E = 0xA4AA

Addr 0x10100EA0 = 0x8FC9

Addr 0x10100EA2 = 0x83EF

Addr 0x10100EA4 = 0x8417

Addr 0x10100EA6 = 0x923D

Addr 0x10100EA8 = 0xAA5C

Addr 0x10100EAA = 0xC971

Addr 0x10100EAC = 0xEF7D

Addr 0x10100EAE = 0x177C

Addr 0x10100EB0 = 0x3D6E

Addr 0x10100EB2 = 0x5C56

Addr 0x10100EB4 = 0x7137

Addr 0x10100EB6 = 0x7D11

Addr 0x10100EB8 = 0x7CE9

Addr 0x10100EBA = 0x6EC3

Addr 0x10100EBC = 0x56A4

Addr 0x10100EBE = 0x378F

Addr 0x10100EC0 = 0x1183

Addr 0x10100EC2 = 0xE984

Addr 0x10100EC4 = 0xC392

Addr 0x10100EC6 = 0xA4AA

Addr 0x10100EC8 = 0x8FC9

Addr 0x10100ECA = 0x83EF

Addr 0x10100ECC = 0x8417

Addr 0x10100ECE = 0x923D

Addr 0x10100ED0 = 0xAA5C

Addr 0x10100ED2 = 0xC971

Addr 0x10100ED4 = 0xEF7D

Addr 0x10100ED6 = 0x177C

Addr 0x10100ED8 = 0x3D6E

Addr 0x10100EDA = 0x5C56

Addr 0x10100EDC = 0x7137

Addr 0x10100EDE = 0x7D11

Addr 0x10100EE0 = 0x7CE9

Addr 0x10100EE2 = 0x6EC3

Addr 0x10100EE4 = 0x56A4

Addr 0x10100EE6 = 0x378F

Addr 0x10100EE8 = 0x1183

Addr 0x10100EEA = 0xE984

Addr 0x10100EEC = 0xC392

Addr 0x10100EEE = 0xA4AA

Addr 0x10100EF0 = 0x8FC9

Addr 0x10100EF2 = 0x83EF

Addr 0x10100EF4 = 0x8417

Addr 0x10100EF6 = 0x923D

Addr 0x10100EF8 = 0xAA5C

Addr 0x10100EFA = 0xC971

Addr 0x10100EFC = 0xEF7D

Addr 0x10100EFE = 0x177C

Addr 0x10100F00 = 0x3D6E

Addr 0x10100F02 = 0x5C56

Addr 0x10100F04 = 0x7137

Addr 0x10100F06 = 0x7D11

Addr 0x10100F08 = 0x7CE9

Addr 0x10100F0A = 0x6EC3

Addr 0x10100F0C = 0x56A4

Addr 0x10100F0E = 0x378F

Addr 0x10100F10 = 0x1183

Addr 0x10100F12 = 0xE984

Addr 0x10100F14 = 0xC392

Addr 0x10100F16 = 0xA4AA

Addr 0x10100F18 = 0x8FC9

Addr 0x10100F1A = 0x83EF

Addr 0x10100F1C = 0x8417

Addr 0x10100F1E = 0x923D

Addr 0x10100F20 = 0xAA5C

Addr 0x10100F22 = 0xC971

Addr 0x10100F24 = 0xEF7D

Addr 0x10100F26 = 0x177C

Addr 0x10100F28 = 0x3D6E

Addr 0x10100F2A = 0x5C56

Addr 0x10100F2C = 0x7137

Addr 0x10100F2E = 0x7D11

Addr 0x10100F30 = 0x7CE9

Addr 0x10100F32 = 0x6EC3

Addr 0x10100F34 = 0x56A4

Addr 0x10100F36 = 0x378F

Addr 0x10100F38 = 0x1183

Addr 0x10100F3A = 0xE984

Addr 0x10100F3C = 0xC392

Addr 0x10100F3E = 0xA4AA

Addr 0x10100F40 = 0x8FC9

Addr 0x10100F42 = 0x83EF

Addr 0x10100F44 = 0x8417

Addr 0x10100F46 = 0x923D

Addr 0x10100F48 = 0xAA5C

Addr 0x10100F4A = 0xC971

Addr 0x10100F4C = 0xEF7D

Addr 0x10100F4E = 0x177C

Addr 0x10100F50 = 0x3D6E

Addr 0x10100F52 = 0x5C56

Addr 0x10100F54 = 0x7137

Addr 0x10100F56 = 0x7D11

Addr 0x10100F58 = 0x7CE9

Addr 0x10100F5A = 0x6EC3

Addr 0x10100F5C = 0x56A4

Addr 0x10100F5E = 0x378F

Addr 0x10100F60 = 0x1183

Addr 0x10100F62 = 0xE984

Addr 0x10100F64 = 0xC392

Addr 0x10100F66 = 0xA4AA

Addr 0x10100F68 = 0x8FC9

Addr 0x10100F6A = 0x83EF

Addr 0x10100F6C = 0x8417

Addr 0x10100F6E = 0x923D

Addr 0x10100F70 = 0xAA5C

Addr 0x10100F72 = 0xC971

Addr 0x10100F74 = 0xEF7D

Addr 0x10100F76 = 0x177C

Addr 0x10100F78 = 0x3D6E

Addr 0x10100F7A = 0x5C56

Addr 0x10100F7C = 0x7137

Addr 0x10100F7E = 0x7D11

Addr 0x10100F80 = 0x7CE9

Addr 0x10100F82 = 0x6EC3

Addr 0x10100F84 = 0x56A4

Addr 0x10100F86 = 0x378F

Addr 0x10100F88 = 0x1183

Addr 0x10100F8A = 0xE984

Addr 0x10100F8C = 0xC392

Addr 0x10100F8E = 0xA4AA

Addr 0x10100F90 = 0x8FC9

Addr 0x10100F92 = 0x83EF

Addr 0x10100F94 = 0x8417

Addr 0x10100F96 = 0x923D

Addr 0x10100F98 = 0xAA5C

Addr 0x10100F9A = 0xC971

Addr 0x10100F9C = 0xEF7D

Addr 0x10100F9E = 0x177C

Addr 0x10100FA0 = 0x3D6E

Addr 0x10100FA2 = 0x5C56

Addr 0x10100FA4 = 0x7137

Addr 0x10100FA6 = 0x7D11

Addr 0x10100FA8 = 0x7CE9

Addr 0x10100FAA = 0x6EC3

Addr 0x10100FAC = 0x56A4

Addr 0x10100FAE = 0x378F

Addr 0x10100FB0 = 0x1183

Addr 0x10100FB2 = 0xE984

Addr 0x10100FB4 = 0xC392

Addr 0x10100FB6 = 0xA4AA

Addr 0x10100FB8 = 0x8FC9

Addr 0x10100FBA = 0x83EF

Addr 0x10100FBC = 0x8417

Addr 0x10100FBE = 0x923D

Addr 0x10100FC0 = 0xAA5C

Addr 0x10100FC2 = 0xC971

Addr 0x10100FC4 = 0xEF7D

Addr 0x10100FC6 = 0x177C

Addr 0x10100FC8 = 0x3D6E

Addr 0x10100FCA = 0x5C56

Addr 0x10100FCC = 0x7137

Addr 0x10100FCE = 0x7D11

Addr 0x10100FD0 = 0x7CE9

Addr 0x10100FD2 = 0x6EC3

Addr 0x10100FD4 = 0x56A4

Addr 0x10100FD6 = 0x378F

Addr 0x10100FD8 = 0x1183

Addr 0x10100FDA = 0xE984

Addr 0x10100FDC = 0xC392

Addr 0x10100FDE = 0xA4AA

Addr 0x10100FE0 = 0x8FC9

Addr 0x10100FE2 = 0x83EF

Addr 0x10100FE4 = 0x8417

Addr 0x10100FE6 = 0x923D

Addr 0x10100FE8 = 0xAA5C

Addr 0x10100FEA = 0xC971

Addr 0x10100FEC = 0xEF7D

Addr 0x10100FEE = 0x177C

Addr 0x10100FF0 = 0x3D6E

Addr 0x10100FF2 = 0x5C56

Addr 0x10100FF4 = 0x7137

Addr 0x10100FF6 = 0x7D11

Addr 0x10100FF8 = 0x7CE9

Addr 0x10100FFA = 0x6EC3

Addr 0x10100FFC = 0x56A4

Addr 0x10100FFE = 0x378F

Read complete. GPIO pulled low.

Waiting for command:

